outer_fold,strain_entity_id,species,nearclone_block,original_outer_fold,role
4,STRAIN_000897,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000898,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
4,STRAIN_000899,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_000900,Bifidobacterium animalis,NC_0004,2,INNER_TRAIN
4,STRAIN_000901,Bifidobacterium breve,NC_0037,5,INNER_TRAIN
4,STRAIN_000902,Lactiplantibacillus plantarum,NC_0457,3,INNER_TRAIN
4,STRAIN_000903,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
4,STRAIN_000904,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
4,STRAIN_000905,Limosilactobacillus fermentum,NC_0458,2,INNER_TRAIN
4,STRAIN_000908,Lacticaseibacillus paracasei,NC_0043,5,INNER_TRAIN
4,STRAIN_000909,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
4,STRAIN_000910,Lacticaseibacillus rhamnosus,NC_0015,3,INNER_TRAIN
4,STRAIN_000913,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_000916,Levilactobacillus brevis,NC_0462,3,INNER_TRAIN
4,STRAIN_000917,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
4,STRAIN_000918,Lacticaseibacillus paracasei,NC_0463,5,INNER_TRAIN
4,STRAIN_000920,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_000924,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
4,STRAIN_000925,Lacticaseibacillus rhamnosus,NC_0465,5,INNER_TRAIN
4,STRAIN_000926,Levilactobacillus brevis,NC_0466,3,INNER_TRAIN
4,STRAIN_000927,Lactiplantibacillus plantarum,NC_0093,3,INNER_TRAIN
4,STRAIN_000928,Lactiplantibacillus plantarum,NC_0096,5,INNER_TRAIN
4,STRAIN_000932,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000935,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
4,STRAIN_000936,Limosilactobacillus reuteri subsp. kinnaridis,NC_0031,1,INNER_TRAIN
4,STRAIN_000937,Limosilactobacillus reuteri subsp. kinnaridis,NC_0031,1,INNER_TRAIN
4,STRAIN_000938,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
4,STRAIN_000939,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
4,STRAIN_000941,Limosilactobacillus reuteri,NC_0470,2,INNER_TRAIN
4,STRAIN_000942,Lactiplantibacillus plantarum,NC_0042,2,INNER_TRAIN
4,STRAIN_000943,Lacticaseibacillus rhamnosus,NC_0015,3,INNER_TRAIN
4,STRAIN_000945,Lactiplantibacillus plantarum,NC_0472,3,INNER_TRAIN
4,STRAIN_000946,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000947,Lactococcus lactis subsp. lactis,NC_0098,3,INNER_TRAIN
4,STRAIN_000948,Limosilactobacillus reuteri subsp. suis,NC_0473,3,INNER_TRAIN
4,STRAIN_000949,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
4,STRAIN_000950,Bifidobacterium breve,NC_0079,5,INNER_TRAIN
4,STRAIN_000951,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
4,STRAIN_000952,Limosilactobacillus reuteri,NC_0474,3,INNER_TRAIN
4,STRAIN_000953,Streptococcus thermophilus,NC_0475,3,INNER_TRAIN
4,STRAIN_000955,Lactobacillus delbrueckii subsp. lactis,NC_0476,1,INNER_TRAIN
4,STRAIN_000957,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000958,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000959,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000964,Lactiplantibacillus plantarum,NC_0003,3,INNER_TRAIN
4,STRAIN_000967,Limosilactobacillus fermentum,NC_0062,1,INNER_TRAIN
4,STRAIN_000969,Lactobacillus acidophilus,NC_0477,2,INNER_TRAIN
4,STRAIN_000970,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_000975,Lactobacillus helveticus,NC_0478,1,INNER_TRAIN
4,STRAIN_000976,Lactiplantibacillus plantarum subsp. plantarum,NC_0479,2,INNER_TRAIN
4,STRAIN_000977,Lactiplantibacillus plantarum,NC_0057,2,INNER_TRAIN
4,STRAIN_000979,Limosilactobacillus fermentum,NC_0480,2,INNER_TRAIN
4,STRAIN_000980,Lactiplantibacillus plantarum subsp. plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000985,Lacticaseibacillus paracasei,NC_0026,5,INNER_TRAIN
4,STRAIN_000989,Lactiplantibacillus plantarum,NC_0003,3,INNER_TRAIN
4,STRAIN_000990,Lactiplantibacillus plantarum,NC_0003,3,INNER_TRAIN
4,STRAIN_000991,Limosilactobacillus reuteri,NC_0031,1,INNER_TRAIN
4,STRAIN_000993,Bifidobacterium longum,NC_0084,1,INNER_TRAIN
4,STRAIN_000994,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_000995,Bifidobacterium animalis subsp. lactis,NC_0004,2,INNER_TRAIN
4,STRAIN_001005,Lactiplantibacillus plantarum,NC_0063,5,INNER_TRAIN
4,STRAIN_001006,Lactiplantibacillus plantarum,NC_0107,1,INNER_TRAIN
4,STRAIN_001007,Lactiplantibacillus plantarum,NC_0107,1,INNER_TRAIN
4,STRAIN_001009,Streptococcus thermophilus,NC_0482,1,INNER_TRAIN
4,STRAIN_001010,Bifidobacterium longum,NC_0022,3,INNER_TRAIN
4,STRAIN_001011,Limosilactobacillus fermentum,NC_0483,3,INNER_TRAIN
4,STRAIN_001012,Limosilactobacillus fermentum,NC_0484,3,INNER_TRAIN
4,STRAIN_001013,Lactobacillus acidophilus,NC_0485,1,INNER_TRAIN
4,STRAIN_001014,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_001017,Bifidobacterium longum subsp. infantis,NC_0018,5,INNER_TRAIN
4,STRAIN_001018,Lactiplantibacillus plantarum,NC_0063,5,INNER_TRAIN
4,STRAIN_001019,Levilactobacillus brevis,NC_0053,1,INNER_TRAIN
4,STRAIN_001021,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
4,STRAIN_001022,Lacticaseibacillus rhamnosus,NC_0487,3,INNER_TRAIN
4,STRAIN_001025,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
4,STRAIN_000040,Lactiplantibacillus plantarum,NC_0115,3,INNER_VAL
4,STRAIN_000078,Bifidobacterium longum subsp. longum,NC_0047,2,INNER_VAL
4,STRAIN_000110,Azorhizobium caulinodans,NC_0151,3,INNER_VAL
4,STRAIN_000111,Azospirillum sp.,NC_0152,5,INNER_VAL
4,STRAIN_000113,Bradyrhizobium diazoefficiens USDA 110,NC_0153,1,INNER_VAL
4,STRAIN_000114,Streptococcus thermophilus,NC_0029,1,INNER_VAL
4,STRAIN_000115,Streptococcus thermophilus,NC_0029,1,INNER_VAL
4,STRAIN_000116,Cereibacter sphaeroides,NC_0154,5,INNER_VAL
4,STRAIN_000127,Lactobacillus helveticus,NC_0161,3,INNER_VAL
4,STRAIN_000136,Gluconacetobacter diazotrophicus PA1 5,NC_0167,2,INNER_VAL
4,STRAIN_000147,Bacteroides fragilis,NC_0171,5,INNER_VAL
4,STRAIN_000164,Phaeobacter inhibens,NC_0181,1,INNER_VAL
4,STRAIN_000188,Lactobacillus delbrueckii subsp. bulgaricus,NC_0194,1,INNER_VAL
4,STRAIN_000195,Bdellovibrio bacteriovorus,NC_0198,2,INNER_VAL
4,STRAIN_000198,Bacillus amyloliquefaciens DSM 7 = ATCC 23350,NC_0200,3,INNER_VAL
4,STRAIN_000200,Bifidobacterium longum subsp. longum,NC_0201,2,INNER_VAL
4,STRAIN_000211,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000212,Limosilactobacillus reuteri subsp. suis,NC_0077,2,INNER_VAL
4,STRAIN_000218,Pseudomonas fluorescens,NC_0211,5,INNER_VAL
4,STRAIN_000247,Lacticaseibacillus rhamnosus,NC_0223,2,INNER_VAL
4,STRAIN_000248,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000273,Bifidobacterium breve,NC_0237,3,INNER_VAL
4,STRAIN_000280,Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393,NC_0020,2,INNER_VAL
4,STRAIN_000292,Lactiplantibacillus plantarum,NC_0033,2,INNER_VAL
4,STRAIN_000305,Bifidobacterium longum subsp. longum,NC_0250,1,INNER_VAL
4,STRAIN_000316,Lacticaseibacillus casei DSM 20011 = JCM 1134 =,NC_0020,2,INNER_VAL
4,STRAIN_000321,Streptococcus thermophilus,NC_0258,1,INNER_VAL
4,STRAIN_000326,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000368,Bifidobacterium longum,NC_0278,5,INNER_VAL
4,STRAIN_000373,Lactobacillus helveticus,NC_0279,1,INNER_VAL
4,STRAIN_000378,Lactiplantibacillus plantarum,NC_0033,2,INNER_VAL
4,STRAIN_000392,Streptococcus thermophilus,NC_0029,1,INNER_VAL
4,STRAIN_000402,Clostridium butyricum,NC_0285,2,INNER_VAL
4,STRAIN_000411,Streptococcus thermophilus,NC_0029,1,INNER_VAL
4,STRAIN_000428,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000457,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000474,Bifidobacterium adolescentis,NC_0313,2,INNER_VAL
4,STRAIN_000485,Limosilactobacillus fermentum,NC_0316,2,INNER_VAL
4,STRAIN_000488,Bacillus subtilis subsp. subtilis,NC_0318,3,INNER_VAL
4,STRAIN_000494,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000501,Lactiplantibacillus plantarum,NC_0059,3,INNER_VAL
4,STRAIN_000506,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000528,Streptococcus thermophilus,NC_0029,1,INNER_VAL
4,STRAIN_000553,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_000554,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000565,Limosilactobacillus reuteri,NC_0345,2,INNER_VAL
4,STRAIN_000578,Lactiplantibacillus plantarum,NC_0033,2,INNER_VAL
4,STRAIN_000581,Bifidobacterium bifidum,NC_0349,3,INNER_VAL
4,STRAIN_000598,Lactiplantibacillus plantarum,NC_0033,2,INNER_VAL
4,STRAIN_000608,Lactiplantibacillus plantarum,NC_0359,1,INNER_VAL
4,STRAIN_000616,Limosilactobacillus fermentum,NC_0360,1,INNER_VAL
4,STRAIN_000634,Bifidobacterium bifidum,NC_0101,2,INNER_VAL
4,STRAIN_000665,Lacticaseibacillus paracasei,NC_0379,2,INNER_VAL
4,STRAIN_000670,Limosilactobacillus fermentum,NC_0382,3,INNER_VAL
4,STRAIN_000685,Lactiplantibacillus plantarum,NC_0059,3,INNER_VAL
4,STRAIN_000689,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000692,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000705,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000713,Lactiplantibacillus plantarum subsp. plantarum,NC_0033,2,INNER_VAL
4,STRAIN_000714,Lactococcus lactis subsp. lactis,NC_0395,1,INNER_VAL
4,STRAIN_000719,Bifidobacterium longum subsp. longum,NC_0047,2,INNER_VAL
4,STRAIN_000728,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_000729,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_000739,Lacticaseibacillus rhamnosus,NC_0405,1,INNER_VAL
4,STRAIN_000750,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000757,Bifidobacterium adolescentis,NC_0411,5,INNER_VAL
4,STRAIN_000783,Bifidobacterium bifidum,NC_0101,2,INNER_VAL
4,STRAIN_000788,Bifidobacterium pseudolongum subsp. pseudolongum,NC_0422,1,INNER_VAL
4,STRAIN_000806,Bifidobacterium longum subsp. longum,NC_0047,2,INNER_VAL
4,STRAIN_000825,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_VAL
4,STRAIN_000851,Bifidobacterium adolescentis,NC_0441,1,INNER_VAL
4,STRAIN_000868,Lactiplantibacillus plantarum,NC_0059,3,INNER_VAL
4,STRAIN_000912,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_000919,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_000923,Lactobacillus gasseri,NC_0464,3,INNER_VAL
4,STRAIN_000929,Lacticaseibacillus casei,NC_0020,2,INNER_VAL
4,STRAIN_001008,Lactococcus lactis subsp. lactis,NC_0481,5,INNER_VAL
4,STRAIN_001015,Limosilactobacillus reuteri,NC_0077,2,INNER_VAL
4,STRAIN_000004,Lacticaseibacillus casei,NC_0064,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000005,Lacticaseibacillus casei,NC_0064,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000013,Bifidobacterium longum subsp. longum,NC_0035,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000014,Bifidobacterium longum subsp. longum,NC_0035,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000016,Lacticaseibacillus rhamnosus,NC_0023,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000017,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000022,Bifidobacterium longum subsp. longum,NC_0035,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000028,Lactiplantibacillus plantarum,NC_0111,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000029,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000030,Bifidobacterium longum subsp. infantis,NC_0045,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000034,Bifidobacterium longum subsp. longum,NC_0114,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000035,Lactiplantibacillus plantarum,NC_0066,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000037,Lactiplantibacillus plantarum,NC_0046,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000048,Bifidobacterium longum subsp. infantis,NC_0045,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000063,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000069,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000071,Lactobacillus acidophilus,NC_0124,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000077,Bifidobacterium longum,NC_0070,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000080,Lactococcus lactis,NC_0130,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000082,Limosilactobacillus reuteri,NC_0131,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000097,Pseudomonas aeruginosa,NC_0143,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000098,Lactococcus lactis subsp. lactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000103,Bifidobacterium longum,NC_0148,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000104,Bacillus subtilis subsp. subtilis str.,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000107,Limosilactobacillus reuteri subsp. reuteri,NC_0024,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000120,Lactobacillus gasseri ATCC 33323 = JCM 1131,NC_0158,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000121,Leuconostoc mesenteroides subsp. mesenteroides,NC_0159,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000122,Levilactobacillus brevis,NC_0030,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000123,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000129,Limosilactobacillus reuteri subsp. reuteri,NC_0024,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000132,Lacticaseibacillus paracasei,NC_0049,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000154,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,NC_0175,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000165,Bacillus subtilis subsp. subtilis str.,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000166,Bacillus subtilis subsp. subtilis str.,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000168,Lacticaseibacillus paracasei subsp. paracasei 8700:2,NC_0075,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000173,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000174,Limosilactobacillus reuteri,NC_0024,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000181,Lacticaseibacillus rhamnosus,NC_0023,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000184,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000185,Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000187,Lactobacillus helveticus,NC_0193,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000189,Lactococcus lactis subsp. lactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000203,Weissella koreensis,NC_0204,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000219,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000224,Megasphaera elsdenii,NC_0213,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000228,Lacticaseibacillus casei,NC_0075,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000235,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000236,Bifidobacterium thermophilum,NC_0219,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000238,Levilactobacillus brevis,NC_0220,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000240,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000249,Lacticaseibacillus paracasei,NC_0049,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000250,Lactobacillus helveticus,NC_0224,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000251,Limosilactobacillus reuteri,NC_0225,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000257,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000265,Bifidobacterium longum,NC_0231,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000266,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000268,Lacticaseibacillus casei,NC_0232,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000269,Streptococcus thermophilus,NC_0233,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000270,Streptococcus thermophilus,NC_0234,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000283,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000284,Bacillus subtilis subsp. subtilis str.,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000285,Bacillus subtilis subsp. subtilis str.,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000286,Bifidobacterium adolescentis,NC_0240,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000288,Bifidobacterium pseudocatenulatum,NC_0242,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000289,Lacticaseibacillus rhamnosus,NC_0023,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000293,Lacticaseibacillus paracasei,NC_0244,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000307,Lactococcus lactis subsp. lactis,NC_0252,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000311,Azotobacter chroococcum,NC_0254,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000314,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000317,Bifidobacterium longum,NC_0256,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000327,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000329,Lacticaseibacillus paracasei,NC_0262,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000334,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000339,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000341,Limosilactobacillus fermentum,NC_0041,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000343,Bifidobacterium adolescentis,NC_0269,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000364,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000370,Limosilactobacillus fermentum,NC_0041,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000371,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000381,Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000382,Lactobacillus crispatus DSM 20584 = JCM 1185 = ATCC 33820,NC_0281,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000393,Levilactobacillus brevis,NC_0030,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000394,Levilactobacillus brevis,NC_0030,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000395,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000403,Limosilactobacillus reuteri,NC_0024,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000406,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000408,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000412,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000414,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000417,Bifidobacterium longum,NC_0035,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000426,Bacillus subtilis subsp. subtilis,NC_0012,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000430,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000431,Lactococcus cremoris subsp. cremoris,NC_0295,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000444,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000452,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000456,Lactobacillus amylolyticus,NC_0307,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000461,Lactococcus lactis subsp. lactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000462,Lactococcus lactis subsp. lactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000464,Lactococcus lactis subsp. lactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000477,Lactococcus lactis subsp. lactis bv. diacetylactis,NC_0016,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000479,Lactiplantibacillus plantarum,NC_0046,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000481,Bacillus subtilis subsp. subtilis,NC_0058,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000482,Bacillus subtilis subsp. subtilis,NC_0058,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000486,Bacillus subtilis subsp. subtilis,NC_0058,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000487,Bacillus subtilis subsp. subtilis,NC_0317,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000493,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000499,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000500,Streptococcus thermophilus,NC_0324,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000503,Lacticaseibacillus rhamnosus,NC_0023,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000504,Levilactobacillus brevis,NC_0326,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000507,Lacticaseibacillus rhamnosus,NC_0023,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000510,Streptococcus thermophilus,NC_0328,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000517,Limosilactobacillus fermentum,NC_0041,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000518,Limosilactobacillus fermentum,NC_0332,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000525,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000527,Streptococcus thermophilus,NC_0336,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000543,Heyndrickxia coagulans,NC_0342,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000556,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000561,Streptococcus thermophilus,NC_0007,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000572,Bifidobacterium longum subsp. longum,NC_0348,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000575,Levilactobacillus brevis,NC_0030,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000584,Lactiplantibacillus plantarum,NC_0350,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000586,Lactiplantibacillus plantarum,NC_0351,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000589,Lactobacillus acidophilus,NC_0002,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000592,Limosilactobacillus reuteri,NC_0354,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000593,Limosilactobacillus reuteri,NC_0355,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000600,Bifidobacterium adolescentis,NC_0358,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000601,Limosilactobacillus fermentum,NC_0099,4,OUTER_HOLDOUT_UNTOUCHED
4,STRAIN_000614,Bifidobacterium longum,NC_0070,4,OUTER_HOLDOUT_UNTOUCHED
