strain_entity_id,assembly_stem,assembly_accessions,n_supporting_records,n_supporting_sources,supporting_sources,identity_status,lineage_95_block,outer_fold
STRAIN_000804,ASM024329325,GCA_024329325;GCA_024329325.1;GCF_024329325;GCF_024329325.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000805,ASM024334065,GCA_024334065;GCA_024334065.1;GCF_024334065;GCF_024334065.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000806,ASM024349265,GCA_024349265;GCA_024349265.1;GCF_024349265;GCF_024349265.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000807,ASM024498315,GCA_024498315;GCA_024498315.1;GCF_024498315;GCF_024498315.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000808,ASM024652885,GCA_024652885;GCA_024652885.1;GCF_024652885;GCF_024652885.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000809,ASM024665075,GCA_024665075;GCA_024665075.1;GCF_024665075;GCF_024665075.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000810,ASM024665195,GCA_024665195;GCA_024665195.1;GCF_024665195;GCF_024665195.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000811,ASM024665315,GCA_024665315;GCA_024665315.1;GCF_024665315;GCF_024665315.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000812,ASM024665435,GCA_024665435;GCA_024665435.1;GCF_024665435;GCF_024665435.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0012,4
STRAIN_000813,ASM024665555,GCA_024665555;GCA_024665555.1;GCF_024665555;GCF_024665555.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000814,ASM024665595,GCA_024665595;GCA_024665595.1;GCF_024665595;GCF_024665595.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000815,ASM024665655,GCA_024665655;GCA_024665655.1;GCF_024665655;GCF_024665655.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000816,ASM024665815,GCA_024665815;GCA_024665815.1;GCF_024665815;GCF_024665815.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000817,ASM024732385,GCA_024732385;GCA_024732385.1;GCF_024732385;GCF_024732385.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000819,ASM025127245,GCA_025127245;GCA_025127245.1;GCF_025127245;GCF_025127245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000820,ASM025128755,GCA_025128755;GCA_025128755.1;GCF_025128755;GCF_025128755.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0008,5
STRAIN_000821,ASM025137495,GCA_025137495;GCA_025137495.1;GCF_025137495;GCF_025137495.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000822,ASM025185985,GCA_025185985;GCA_025185985.1;GCF_025185985;GCF_025185985.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000823,ASM025186885,GCA_025186885;GCA_025186885.1;GCF_025186885;GCF_025186885.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000824,ASM025187145,GCA_025187145;GCA_025187145.1;GCF_025187145;GCF_025187145.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000825,ASM025189405,GCA_025189405;GCA_025189405.1;GCF_025189405;GCF_025189405.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000826,ASM025189525,GCA_025189525;GCA_025189525.1;GCF_025189525;GCF_025189525.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000827,ASM025189605,GCA_025189605;GCA_025189605.1;GCF_025189605;GCF_025189605.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000828,ASM025189845,GCA_025189845;GCA_025189845.1;GCF_025189845;GCF_025189845.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000829,ASM025190015,GCA_025190015;GCA_025190015.1;GCF_025190015;GCF_025190015.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000830,ASM025190105,GCA_025190105;GCA_025190105.1;GCF_025190105;GCF_025190105.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000831,ASM025190725,GCA_025190725;GCA_025190725.1;GCF_025190725;GCF_025190725.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000834,ASM025194385,GCA_025194385;GCA_025194385.1;GCF_025194385;GCF_025194385.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0009,4
STRAIN_000835,ASM025194725,GCA_025194725;GCA_025194725.1;GCF_025194725;GCF_025194725.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000837,ASM025194925,GCA_025194925;GCA_025194925.1;GCF_025194925;GCF_025194925.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000838,ASM025631195,GCA_025631195;GCA_025631195.1;GCF_025631195;GCF_025631195.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000839,ASM025946725,GCA_025946725;GCA_025946725.1;GCF_025946725;GCF_025946725.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000840,ASM025948295,GCA_025948295;GCA_025948295.1;GCF_025948295;GCF_025948295.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000841,ASM026013765,GCA_026013765;GCA_026013765.1;GCF_026013765;GCF_026013765.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000844,ASM026127635,GCA_026127635;GCA_026127635.1;GCF_026127635;GCF_026127635.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000845,ASM026162505,GCA_026162505;GCA_026162505.1;GCF_026162505;GCF_026162505.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000846,ASM026240755,GCA_026240755;GCA_026240755.1;GCF_026240755;GCF_026240755.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000847,ASM026967245,GCA_026967245;GCA_026967245.1;GCF_026967245;GCF_026967245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000848,ASM027474465,GCA_027474465;GCA_027474465.1;GCF_027474465;GCF_027474465.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000849,ASM027557615,GCA_027557615;GCA_027557615.1;GCF_027557615;GCF_027557615.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000850,ASM027568335,GCA_027568335;GCA_027568335.1;GCF_027568335;GCF_027568335.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000851,ASM027664925,GCA_027664925;GCA_027664925.1;GCF_027664925;GCF_027664925.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000852,ASM027672405,GCA_027672405;GCA_027672405.1;GCF_027672405;GCF_027672405.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000853,ASM027693445,GCA_027693445;GCA_027693445.1;GCF_027693445;GCF_027693445.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000854,ASM027854125,GCA_027854125;GCA_027854125.1;GCF_027854125;GCF_027854125.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000855,ASM027857655,GCA_027857655;GCA_027857655.1;GCF_027857655;GCF_027857655.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000856,ASM028369155,GCA_028369155;GCA_028369155.1;GCF_028369155;GCF_028369155.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000857,ASM028446625,GCA_028446625;GCA_028446625.1;GCF_028446625;GCF_028446625.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000858,ASM028475085,GCA_028475085;GCA_028475085.1;GCF_028475085;GCF_028475085.1,61,14,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_5_identity_rescue/05_manifest_PRIMARY_rescued.csv;/root/autodl-tmp/axw/00_5_identity_rescue/06_manifest_STRICT_rescued.csv;/root/autodl-tmp/axw/00_5_identity_rescue/07_PRIMARY_12_identity_audit.csv;/root/autodl-tmp/axw/00_audit_manifest/01_all_reviewed_groups.csv;/root/autodl-tmp/axw/00_audit_manifest/02_frozen_included_groups.csv;/root/autodl-tmp/axw/00_audit_manifest/03_primary_labels_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/04_strict_labels_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv;/root/autodl-tmp/axw/00_audit_manifest/12_manifest_PRIMARY.csv;/root/autodl-tmp/axw/00_audit_manifest/13_manifest_STRICT.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000859,ASM028656165,GCA_028656165;GCA_028656165.1;GCF_028656165;GCF_028656165.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
